ApplicationID,Name,Gender,Age,City,State,AppliedProgram,ApplicationStatus,DateApplied,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore,NumThankYou,NumFollowUp,NumReminder,NumAppStatus,AvgResponseTime,LastCommDate,MostFrequentChannel,InterviewerName,InterviewDate,Score,Feedback
A04414,Erik Molina,Female,25,Marchaven,Texas,Law,Accepted,2024-06-18 00:00:00,2024-02-03 00:00:00,29,27,23,79,0,0,1,0,6,2024-03-10 00:00:00,WhatsApp,Bryan Jones,2024-09-30 00:00:00,63,Excellent communication
A04415,Fernando Clark,Other,25,Johnsonborough,Missouri,Engineering,Submitted,2024-06-01 00:00:00,2023-12-22 00:00:00,30,11,34,75,0,0,0,1,12,2024-10-28 00:00:00,Phone Call,Cassandra Davies,2024-05-15 00:00:00,58,Average performance
A04417,Anthony Foster,Male,23,East Josehaven,Delaware,Engineering,Submitted,2024-01-27 00:00:00,2024-04-14 00:00:00,23,11,29,63,0,1,0,0,6,2024-09-21 00:00:00,Email,Jennifer Villa,2024-03-15 00:00:00,96,Excellent communication
A04419,Karen Mcbride,Other,19,North Robertberg,Connecticut,Engineering,Interview Scheduled,2024-07-29 00:00:00,2024-05-04 00:00:00,22,18,19,59,0,0,1,0,4,2024-03-11 00:00:00,Phone Call,Mark Morrison,2024-03-29 00:00:00,90,Excellent communication
A04420,Amber Peterson,Male,23,Tracymouth,Wyoming,Law,Interview Scheduled,2024-08-02 00:00:00,2024-04-27 00:00:00,11,24,40,75,0,0,0,1,6,2024-08-04 00:00:00,Email,Jeffrey Chen,2024-11-21 00:00:00,94,Good technical skills
A04421,Jared Conley,Other,21,Andrewstad,Nevada,Computer Science,Interview Scheduled,2023-12-17 00:00:00,2024-04-09 00:00:00,32,31,14,77,1,0,0,0,6,2024-06-05 00:00:00,Phone Call,Michelle Waters,2024-07-27 00:00:00,99,Excellent communication
A04422,Kenneth Johnson,Male,29,Emilystad,South Carolina,Law,Rejected,2024-02-29 00:00:00,2024-12-08 00:00:00,12,21,10,43,1,0,0,0,6,2024-08-02 00:00:00,Phone Call,Anthony Richard,2024-04-24 00:00:00,62,Excellent communication
A04424,Denise Peters,Other,18,Lake Travis,New Jersey,Engineering,Rejected,2024-06-10 00:00:00,2024-02-05 00:00:00,26,33,38,97,0,1,0,0,2,2024-06-22 00:00:00,Phone Call,Christopher Sweeney,2024-06-08 00:00:00,81,Excellent communication
A04425,Troy Brown,Male,25,East Karenfurt,Texas,Engineering,Interview Scheduled,2024-05-23 00:00:00,2024-09-03 00:00:00,18,21,23,62,1,0,0,0,48,2024-06-21 00:00:00,Phone Call,Brandon Jones,2024-04-23 00:00:00,84,Excellent communication
A04426,James Daniels,Female,20,Garyport,Idaho,Arts,Accepted,2024-06-18 00:00:00,2024-09-29 00:00:00,10,18,32,60,0,0,1,0,12,2024-04-08 00:00:00,Email,David Jones,2024-09-11 00:00:00,80,Good technical skills
A04427,Taylor Meyers,Other,28,Lake Derrick,Texas,Arts,Accepted,2024-08-05 00:00:00,2024-09-03 00:00:00,28,18,27,73,0,0,0,1,2,2024-06-26 00:00:00,Email,John Case,2024-08-19 00:00:00,52,Needs improvement
A04428,Joseph Smith,Female,26,West Kathryn,Massachusetts,Computer Science,Submitted,2024-10-12 00:00:00,2024-11-20 00:00:00,26,36,22,84,0,1,0,0,12,2024-05-10 00:00:00,Phone Call,Amber Byrd,2024-05-04 00:00:00,64,Good technical skills
A04429,Sara Little,Male,23,North Calvin,Massachusetts,Computer Science,Submitted,2024-05-02 00:00:00,2024-02-21 00:00:00,34,30,11,75,0,1,0,0,48,2024-09-28 00:00:00,Phone Call,Michael Ford,2024-09-02 00:00:00,63,Needs improvement
A04430,Matthew Hines,Male,18,Amandaton,Connecticut,Law,Accepted,2024-02-11 00:00:00,2024-11-09 00:00:00,18,27,26,71,0,0,1,0,12,2024-08-05 00:00:00,Phone Call,Anna Green,2024-08-07 00:00:00,96,Needs improvement
A04432,John Lewis,Male,26,Brandontown,Oregon,Computer Science,Interview Scheduled,2024-10-30 00:00:00,2023-12-16 00:00:00,27,35,20,82,0,0,0,1,24,2024-10-06 00:00:00,Phone Call,Meagan Cortez,2024-06-08 00:00:00,54,Average performance
A04434,Cynthia Compton,Other,31,North Jillshire,South Carolina,Computer Science,Interview Scheduled,2024-04-06 00:00:00,2024-11-09 00:00:00,15,24,11,50,0,0,1,0,12,2024-06-08 00:00:00,Email,Robert Caldwell,2024-04-07 00:00:00,54,Excellent communication
A04435,Joseph Webb,Other,26,Daltonville,Colorado,Computer Science,Submitted,2024-08-19 00:00:00,2024-01-19 00:00:00,38,35,35,108,1,0,0,0,4,2024-05-03 00:00:00,WhatsApp,Christy Norton,2024-07-07 00:00:00,93,Average performance
A04436,Kenneth Rodriguez,Female,29,East Patrickmouth,Alaska,Arts,Rejected,2024-03-31 00:00:00,2024-10-25 00:00:00,17,19,36,72,0,1,0,0,24,2024-08-17 00:00:00,WhatsApp,Michelle Fisher,2024-04-07 00:00:00,94,Needs improvement
A04437,Jeffrey Rowland,Female,18,Johnchester,Delaware,Business,Accepted,2024-03-06 00:00:00,2024-01-26 00:00:00,31,33,38,102,1,0,0,0,12,2024-11-24 00:00:00,Phone Call,Lisa Curry,2024-04-23 00:00:00,77,Average performance
A04438,John Moore,Other,35,Kristinachester,South Carolina,Engineering,Submitted,2024-11-29 00:00:00,2024-10-15 00:00:00,17,26,39,82,0,0,1,0,48,2024-06-11 00:00:00,Phone Call,John Sutton,2024-03-16 00:00:00,74,Average performance
A04439,Christopher Jones,Male,26,Grayville,Oklahoma,Engineering,Interview Scheduled,2024-02-26 00:00:00,2024-08-13 00:00:00,24,19,25,68,0,0,1,0,4,2024-04-10 00:00:00,Phone Call,Daniel Trevino,2024-08-26 00:00:00,91,Excellent communication
A04440,Elizabeth Castillo,Female,30,Angelafort,Arkansas,Business,Submitted,2024-05-07 00:00:00,2024-04-09 00:00:00,27,36,20,83,0,0,1,0,2,2024-11-05 00:00:00,WhatsApp,David Smith,2024-07-11 00:00:00,58,Average performance
A04441,Randy Freeman Jr.,Female,27,Barretthaven,Vermont,Computer Science,Interview Scheduled,2024-08-11 00:00:00,2024-04-18 00:00:00,21,29,40,90,0,1,0,0,48,2024-10-04 00:00:00,Phone Call,Erica Valenzuela,2024-10-18 00:00:00,54,Good technical skills
A04442,Jonathan Meyer,Female,23,Jenniferfort,New Mexico,Computer Science,Interview Scheduled,2024-08-19 00:00:00,2024-09-03 00:00:00,38,29,26,93,1,0,0,0,6,2024-10-09 00:00:00,Email,Andrew Peterson,2024-01-08 00:00:00,51,Average performance
A04443,Melissa Thompson,Male,19,Stricklandton,Nevada,Arts,Accepted,2024-07-22 00:00:00,2024-08-28 00:00:00,37,13,21,71,0,1,0,0,48,2024-04-11 00:00:00,Email,Mark Graham,2024-08-09 00:00:00,80,Needs improvement
A04444,Wendy Odonnell,Female,21,South Jaredborough,South Dakota,Computer Science,Interview Scheduled,2024-09-21 00:00:00,2024-11-25 00:00:00,37,19,32,88,0,0,1,0,24,2024-11-11 00:00:00,WhatsApp,Nicholas White,2024-02-04 00:00:00,95,Good technical skills
A04445,David Johnson,Male,23,Tiffanyburgh,Pennsylvania,Business,Accepted,2024-11-27 00:00:00,2024-11-26 00:00:00,33,15,20,68,0,1,0,0,2,2024-10-06 00:00:00,Email,Hunter Mann,2024-06-03 00:00:00,64,Good technical skills
A04446,Nancy Wright,Female,19,Lake Dianaton,Colorado,Computer Science,Rejected,2024-11-08 00:00:00,2023-12-12 00:00:00,33,40,18,91,1,0,0,0,24,2024-11-11 00:00:00,WhatsApp,Kimberly Johnson DDS,2024-11-30 00:00:00,91,Good technical skills
A04447,Melissa Gomez,Female,24,New Wanda,Oregon,Law,Interview Scheduled,2024-01-27 00:00:00,2024-03-20 00:00:00,13,28,12,53,1,0,0,0,24,2024-10-23 00:00:00,Phone Call,Jennifer Benjamin,2024-09-24 00:00:00,59,Needs improvement
A04449,Travis King,Male,25,South Benjaminport,Alabama,Engineering,Accepted,2024-10-14 00:00:00,2024-10-20 00:00:00,32,13,10,55,0,0,1,0,12,2024-06-08 00:00:00,Phone Call,Christopher Kelly,2024-08-26 00:00:00,93,Needs improvement
A04450,Megan Cooper,Female,19,Kevintown,Ohio,Law,Submitted,2024-06-19 00:00:00,2024-01-06 00:00:00,26,38,18,82,0,0,0,1,2,2024-07-14 00:00:00,Email,Tiffany Ryan,2024-08-26 00:00:00,98,Excellent communication
A04451,Courtney Tyler,Female,29,Port Brettberg,New Jersey,Computer Science,Submitted,2024-09-17 00:00:00,2024-07-17 00:00:00,23,31,36,90,0,0,1,0,2,2024-02-15 00:00:00,WhatsApp,Joshua Garza,2024-04-16 00:00:00,70,Needs improvement
A04452,Melissa Garcia,Female,32,Hendricksview,South Dakota,Business,Interview Scheduled,2024-12-06 00:00:00,2024-06-06 00:00:00,38,23,37,98,0,1,0,0,6,2024-02-05 00:00:00,Phone Call,Oscar Baker,2024-07-19 00:00:00,78,Good technical skills
A04453,Elizabeth King,Other,32,Port Laurenshire,Minnesota,Engineering,Rejected,2024-04-02 00:00:00,2024-01-22 00:00:00,12,36,29,77,0,0,1,0,4,2024-09-22 00:00:00,Email,Lorraine Jordan,2024-05-15 00:00:00,62,Needs improvement
A04454,Jennifer Jones,Other,21,Joshuaburgh,Indiana,Engineering,Accepted,2024-06-18 00:00:00,2024-01-30 00:00:00,20,13,29,62,1,0,0,0,12,2024-03-31 00:00:00,Email,Carlos Adams,2024-11-13 00:00:00,99,Excellent communication
A04455,Frank Brooks,Male,34,South Laura,Connecticut,Law,Interview Scheduled,2024-08-12 00:00:00,2024-08-10 00:00:00,13,30,36,79,0,0,1,0,12,2024-07-01 00:00:00,Phone Call,Terry Nicholson,2024-08-05 00:00:00,52,Good technical skills
A04456,Melanie Hernandez,Female,20,Kristinaborough,Utah,Engineering,Accepted,2024-11-16 00:00:00,2024-06-05 00:00:00,32,20,10,62,0,1,0,0,6,2024-11-18 00:00:00,Phone Call,Mr. Jose Buchanan,2024-06-06 00:00:00,50,Average performance
A04457,James Lane,Male,18,Kariton,Utah,Engineering,Rejected,2024-02-20 00:00:00,2024-06-06 00:00:00,11,13,24,48,1,0,0,0,2,2024-05-10 00:00:00,Email,Maureen Brown,2024-07-08 00:00:00,67,Excellent communication
A04458,Cynthia Johnson,Female,23,Alexanderside,Iowa,Law,Interview Scheduled,2024-04-11 00:00:00,2024-09-28 00:00:00,11,20,16,47,1,0,0,0,12,2023-12-21 00:00:00,WhatsApp,Amber Vang,2024-05-10 00:00:00,75,Good technical skills
A04459,Matthew Mitchell,Female,24,Brianside,Tennessee,Engineering,Interview Scheduled,2023-12-24 00:00:00,2024-01-22 00:00:00,30,24,22,76,1,0,0,0,2,2024-11-16 00:00:00,Phone Call,Shannon Ellis,2024-10-04 00:00:00,99,Average performance
A04460,Julie Howard,Male,29,Lake Aprilberg,Maryland,Law,Submitted,2024-03-01 00:00:00,2023-12-12 00:00:00,17,39,11,67,0,0,0,1,24,2024-05-08 00:00:00,WhatsApp,Adam Joyce,2024-09-14 00:00:00,93,Needs improvement
A04461,Derrick Wilson,Female,35,Doylefort,Delaware,Arts,Submitted,2024-08-11 00:00:00,2024-09-14 00:00:00,31,19,31,81,0,0,0,1,12,2024-10-11 00:00:00,Email,Victoria Arellano,2024-01-24 00:00:00,61,Excellent communication
A04463,Alexander Becker MD,Female,33,Hendersonview,Wisconsin,Business,Rejected,2024-06-24 00:00:00,2024-03-22 00:00:00,13,20,21,54,1,0,0,0,2,2024-09-08 00:00:00,Phone Call,Cassie Curry,2024-02-23 00:00:00,88,Good technical skills
A04464,Patrick Howard,Other,35,Velasquezmouth,North Dakota,Arts,Accepted,2024-11-27 00:00:00,2024-09-11 00:00:00,23,31,40,94,0,0,1,0,2,2024-04-20 00:00:00,Email,Erin Sullivan,2024-10-30 00:00:00,98,Excellent communication
A04466,John Johnson,Other,26,South Brittney,Alabama,Business,Rejected,2024-08-14 00:00:00,2024-01-17 00:00:00,37,36,12,85,0,0,1,0,4,2024-05-22 00:00:00,WhatsApp,Autumn Velez,2024-08-30 00:00:00,54,Average performance
A04467,Caitlin Potter,Male,19,East Kelly,Montana,Arts,Submitted,2024-01-18 00:00:00,2024-11-17 00:00:00,16,10,31,57,0,0,0,1,2,2024-02-26 00:00:00,Email,Michael Burgess,2024-08-30 00:00:00,84,Average performance
A04469,Michael Smith,Male,26,North Davidland,Alabama,Arts,Accepted,2024-03-23 00:00:00,2024-10-14 00:00:00,40,34,21,95,1,0,0,0,24,2023-12-17 00:00:00,Phone Call,Kathleen Ochoa,2024-09-10 00:00:00,74,Excellent communication
A04470,James Roberts,Other,23,Natalieside,Hawaii,Law,Submitted,2024-06-16 00:00:00,2024-01-12 00:00:00,19,37,36,92,1,0,0,0,6,2024-09-01 00:00:00,Email,Kyle Robbins,2024-04-20 00:00:00,94,Needs improvement
A04473,Julia Payne,Male,20,Williamsview,Ohio,Arts,Accepted,2024-08-29 00:00:00,2024-11-08 00:00:00,24,30,30,84,0,0,1,0,4,2024-02-17 00:00:00,Email,Edward Moore,2024-01-13 00:00:00,60,Good technical skills
A04474,Jason Ayala,Female,20,Reyeshaven,North Carolina,Arts,Rejected,2023-12-30 00:00:00,2024-06-02 00:00:00,30,22,20,72,0,0,1,0,48,2024-10-31 00:00:00,WhatsApp,Brandon Mccormick,2024-09-04 00:00:00,85,Average performance
A04475,James Johnson,Other,24,Howemouth,Michigan,Business,Submitted,2024-04-09 00:00:00,2024-09-04 00:00:00,15,22,16,53,0,0,1,0,24,2024-05-06 00:00:00,Phone Call,Gwendolyn Smith,2024-01-16 00:00:00,84,Average performance
A04477,Jessica Greene,Female,19,East Ryanside,Minnesota,Business,Interview Scheduled,2024-01-25 00:00:00,2024-08-27 00:00:00,31,36,37,104,1,0,0,0,12,2024-11-22 00:00:00,Email,Michael Campbell,2024-04-03 00:00:00,66,Needs improvement
A04478,Michelle Warren,Other,34,South Becky,Alaska,Law,Accepted,2024-10-01 00:00:00,2024-07-20 00:00:00,18,33,36,87,0,1,0,0,4,2024-07-08 00:00:00,Phone Call,Marie Kim,2024-07-15 00:00:00,55,Needs improvement
A04479,Dillon Obrien,Male,30,East Brianview,Arizona,Law,Accepted,2024-01-29 00:00:00,2024-02-05 00:00:00,20,28,19,67,0,1,0,0,12,2024-05-02 00:00:00,WhatsApp,Stephen Jackson,2024-09-18 00:00:00,80,Average performance
A04480,Kelsey Gamble,Female,19,West Amy,Oregon,Engineering,Accepted,2024-06-24 00:00:00,2024-05-27 00:00:00,14,16,10,40,0,0,0,1,6,2024-05-04 00:00:00,Phone Call,William Roach,2024-04-27 00:00:00,55,Good technical skills
A04481,Alexis Hill,Other,23,Johnburgh,Alabama,Computer Science,Rejected,2024-01-13 00:00:00,2024-08-04 00:00:00,34,10,22,66,0,0,0,1,48,2024-08-27 00:00:00,Email,Stephen Nichols,2024-01-27 00:00:00,94,Excellent communication
A04482,Amanda Hicks,Male,18,Marychester,Arizona,Law,Submitted,2024-03-15 00:00:00,2024-01-27 00:00:00,33,14,26,73,0,0,0,1,6,2024-04-26 00:00:00,WhatsApp,Bridget Davis DDS,2024-03-28 00:00:00,76,Good technical skills
A04483,Marcus Ayers,Male,35,Helenstad,Hawaii,Computer Science,Submitted,2024-08-09 00:00:00,2024-08-17 00:00:00,11,10,14,35,0,0,0,1,6,2024-02-09 00:00:00,Email,Daniel Smith,2024-05-29 00:00:00,74,Good technical skills
A04484,Chad Kemp,Female,29,Lake Colin,South Dakota,Arts,Submitted,2024-07-27 00:00:00,2024-08-19 00:00:00,19,32,26,77,1,0,0,0,24,2024-09-26 00:00:00,Email,Eric Knapp,2024-06-27 00:00:00,83,Average performance
A04485,Rachel Wade,Other,30,Port Taylorport,Mississippi,Business,Accepted,2024-07-07 00:00:00,2024-06-13 00:00:00,18,18,14,50,1,0,0,0,2,2024-12-08 00:00:00,Phone Call,David Clayton,2024-12-01 00:00:00,96,Average performance
A04486,John Bryant,Male,18,North Michael,Maine,Computer Science,Interview Scheduled,2024-08-20 00:00:00,2024-06-01 00:00:00,12,12,10,34,1,0,0,0,24,2024-07-30 00:00:00,Phone Call,Margaret Moore,2024-11-24 00:00:00,82,Average performance
A04487,Eric Molina,Other,18,West Jamesside,Massachusetts,Business,Rejected,2024-09-28 00:00:00,2024-01-08 00:00:00,30,29,10,69,0,1,0,0,6,2024-01-26 00:00:00,Email,Cynthia Todd,2024-12-04 00:00:00,69,Average performance
A04488,Betty Webb,Other,32,Hartborough,West Virginia,Arts,Rejected,2024-05-11 00:00:00,2024-06-30 00:00:00,15,27,38,80,0,0,1,0,2,2024-06-16 00:00:00,Phone Call,Vincent Wilkerson,2024-10-10 00:00:00,53,Needs improvement
A04489,Ashley Johnston,Male,24,Lake Laura,California,Law,Rejected,2024-08-01 00:00:00,2024-01-01 00:00:00,13,22,24,59,1,0,0,0,12,2024-08-23 00:00:00,Email,David Mckenzie,2024-07-18 00:00:00,76,Needs improvement
A04490,Christopher Johnson,Female,23,Cobbmouth,Massachusetts,Arts,Interview Scheduled,2024-04-05 00:00:00,2024-11-02 00:00:00,21,36,23,80,0,0,0,1,24,2024-07-01 00:00:00,WhatsApp,Sara Goodman,2024-10-30 00:00:00,99,Needs improvement
A04491,Jennifer Munoz,Male,33,North Timothymouth,Washington,Engineering,Submitted,2024-10-29 00:00:00,2024-06-11 00:00:00,12,32,37,81,1,0,0,0,24,2024-04-28 00:00:00,Phone Call,Erin Le,2024-09-29 00:00:00,93,Good technical skills
A04492,Jason Gordon,Other,25,Gregoryville,Alabama,Computer Science,Accepted,2024-02-08 00:00:00,2024-12-03 00:00:00,11,10,12,33,0,0,0,1,4,2024-04-23 00:00:00,WhatsApp,Eddie Barker,2024-11-30 00:00:00,69,Needs improvement
A04493,Sarah Day,Male,25,New Bradley,Maine,Engineering,Rejected,2024-07-17 00:00:00,2024-07-23 00:00:00,29,24,25,78,0,0,1,0,24,2024-10-24 00:00:00,Phone Call,Jimmy Stokes,2024-05-19 00:00:00,80,Excellent communication
A04494,Rhonda Larsen,Female,21,Lindseyburgh,Illinois,Business,Interview Scheduled,2024-07-15 00:00:00,2024-11-24 00:00:00,28,30,26,84,0,0,1,0,12,2024-04-09 00:00:00,Email,Phillip Carter,2024-01-25 00:00:00,87,Needs improvement
A04495,Cody Martinez,Other,27,Yateschester,Michigan,Business,Interview Scheduled,2024-01-03 00:00:00,2024-03-27 00:00:00,10,11,21,42,0,1,0,0,2,2024-06-13 00:00:00,WhatsApp,Elizabeth Stewart,2024-09-12 00:00:00,76,Excellent communication
A04496,Sarah Brown,Male,35,Port Randy,California,Engineering,Interview Scheduled,2024-10-04 00:00:00,2024-04-09 00:00:00,17,28,14,59,1,0,0,0,48,2024-02-19 00:00:00,WhatsApp,Brian Lee,2024-08-31 00:00:00,93,Good technical skills
A04497,Stacey Michael,Male,23,North Cody,Texas,Computer Science,Rejected,2024-02-08 00:00:00,2024-02-26 00:00:00,12,33,36,81,1,0,0,0,12,2023-12-29 00:00:00,Phone Call,Susan Harris,2024-01-17 00:00:00,63,Good technical skills
A04498,Aaron Daniels,Male,23,Everettmouth,Wisconsin,Arts,Interview Scheduled,2024-06-19 00:00:00,2024-04-12 00:00:00,16,18,36,70,1,0,0,0,2,2024-08-02 00:00:00,Phone Call,Lisa Lewis,2024-11-11 00:00:00,90,Needs improvement
A04499,Teresa Vazquez,Male,19,Port Gregory,Iowa,Computer Science,Accepted,2024-08-13 00:00:00,2023-12-12 00:00:00,27,21,11,59,0,1,0,0,6,2024-10-18 00:00:00,WhatsApp,Taylor Malone,2024-12-04 00:00:00,53,Good technical skills
A04501,Sarah Gallegos,Male,33,South Carla,Pennsylvania,Law,Rejected,2024-10-01 00:00:00,2024-04-25 00:00:00,10,20,11,41,0,1,0,0,48,2024-01-28 00:00:00,WhatsApp,Perry Cortez,2024-04-27 00:00:00,91,Needs improvement
A04502,Stephen Hawkins,Other,27,Shermanshire,West Virginia,Engineering,Interview Scheduled,2024-07-03 00:00:00,2024-04-20 00:00:00,35,40,23,98,1,0,0,0,4,2024-07-01 00:00:00,Email,Kelli Dillon,2024-02-17 00:00:00,65,Average performance
A04503,Lucas Williams,Female,24,Port Jose,Montana,Business,Submitted,2024-06-11 00:00:00,2024-03-31 00:00:00,15,11,34,60,0,0,0,1,2,2023-12-13 00:00:00,Phone Call,Crystal Good,2024-01-22 00:00:00,79,Good technical skills
A04504,Tiffany Johnson,Female,28,West Shanehaven,New York,Arts,Rejected,2024-01-16 00:00:00,2024-06-25 00:00:00,32,35,12,79,1,0,0,0,12,2024-06-26 00:00:00,Email,Joseph Evans,2024-01-11 00:00:00,82,Needs improvement
A04505,Austin Buckley,Other,23,New Scott,South Dakota,Arts,Accepted,2024-03-15 00:00:00,2024-05-02 00:00:00,16,16,29,61,0,0,1,0,12,2023-12-16 00:00:00,Email,Mrs. Christina Marks DDS,2023-12-18 00:00:00,51,Good technical skills
A04506,Joshua Moore,Female,27,Port Jack,New York,Engineering,Submitted,2024-07-21 00:00:00,2024-02-26 00:00:00,14,26,28,68,0,0,1,0,12,2024-03-23 00:00:00,WhatsApp,Rachel Rodriguez,2024-05-08 00:00:00,93,Needs improvement
A04507,Jonathan Mata,Female,29,North Johnville,Louisiana,Engineering,Interview Scheduled,2024-09-24 00:00:00,2024-02-01 00:00:00,22,32,31,85,0,0,1,0,2,2024-03-29 00:00:00,Email,Ricky Martin,2023-12-15 00:00:00,66,Average performance
A04508,Jesse Garner,Male,26,Amandachester,New Mexico,Engineering,Rejected,2024-05-07 00:00:00,2024-10-25 00:00:00,11,35,30,76,0,0,1,0,2,2024-01-29 00:00:00,Phone Call,Maria Chen,2024-11-01 00:00:00,70,Excellent communication
A04510,Deborah Weber,Female,31,South Christopher,Florida,Computer Science,Interview Scheduled,2024-10-01 00:00:00,2024-11-27 00:00:00,19,31,15,65,1,0,0,0,48,2024-06-25 00:00:00,Email,Michael Watts,2024-09-15 00:00:00,97,Needs improvement
A04511,Katherine Harvey,Female,34,East Molly,Nevada,Engineering,Interview Scheduled,2024-06-23 00:00:00,2024-09-19 00:00:00,25,17,13,55,1,0,0,0,4,2024-09-23 00:00:00,Phone Call,Mathew Williams,2024-08-22 00:00:00,98,Good technical skills
A04512,Nicole Cortez,Male,20,West Jasmine,Missouri,Computer Science,Interview Scheduled,2024-03-11 00:00:00,2023-12-18 00:00:00,22,19,15,56,1,0,0,0,48,2023-12-19 00:00:00,WhatsApp,Nancy Johnson,2024-01-26 00:00:00,76,Average performance
A04514,Brittany Miller,Female,20,Port Heather,Ohio,Engineering,Submitted,2024-05-10 00:00:00,2024-06-30 00:00:00,13,21,30,64,0,1,0,0,12,2024-10-28 00:00:00,Phone Call,Jacob Smith,2024-03-27 00:00:00,73,Average performance
A04515,Sandra Taylor,Male,29,Taylorside,Louisiana,Engineering,Submitted,2024-06-03 00:00:00,2024-11-19 00:00:00,17,24,24,65,1,0,0,0,24,2024-07-22 00:00:00,Email,Rebecca Fields,2024-01-30 00:00:00,78,Excellent communication
A04516,Brenda Franklin,Female,30,Hillberg,Virginia,Engineering,Accepted,2024-05-10 00:00:00,2024-07-07 00:00:00,18,20,18,56,0,1,0,0,4,2024-09-16 00:00:00,Phone Call,Karen Miller,2024-10-28 00:00:00,97,Average performance
A04518,James Andrews,Other,21,Chadfurt,Wisconsin,Computer Science,Interview Scheduled,2024-06-16 00:00:00,2024-03-22 00:00:00,23,11,27,61,0,1,0,0,12,2024-02-16 00:00:00,WhatsApp,Amanda Anthony,2024-08-01 00:00:00,64,Excellent communication
A04519,Carrie White,Male,21,Campbellborough,Oregon,Business,Submitted,2024-04-11 00:00:00,2024-03-03 00:00:00,28,35,30,93,0,1,0,0,24,2024-09-05 00:00:00,WhatsApp,Tanner Gomez,2024-02-08 00:00:00,57,Good technical skills
A04520,Brian Cortez,Other,29,Griffinport,Wisconsin,Arts,Accepted,2023-12-31 00:00:00,2024-08-15 00:00:00,12,23,34,69,1,0,0,0,6,2024-04-14 00:00:00,Email,Mary Marshall,2024-07-28 00:00:00,53,Average performance
A04521,Heather Sullivan,Female,35,West Jessica,Hawaii,Law,Interview Scheduled,2024-01-09 00:00:00,2024-02-13 00:00:00,37,24,30,91,0,0,1,0,2,2024-09-25 00:00:00,Email,Javier Bird,2023-12-30 00:00:00,86,Average performance
A04522,Joshua Bautista,Other,30,East Stephanieport,South Dakota,Engineering,Rejected,2024-08-25 00:00:00,2024-02-13 00:00:00,38,23,35,96,0,1,0,0,6,2024-04-09 00:00:00,WhatsApp,Charles Whitehead PhD,2024-05-31 00:00:00,72,Average performance
A04523,Matthew Singleton,Female,24,New Gloriaville,North Carolina,Arts,Accepted,2024-11-14 00:00:00,2024-03-25 00:00:00,14,27,25,66,1,0,0,0,2,2024-01-14 00:00:00,Phone Call,Courtney Adams MD,2024-10-22 00:00:00,75,Good technical skills
A04525,Alexandria Green,Female,33,Rodgersmouth,Indiana,Law,Accepted,2024-01-05 00:00:00,2024-09-22 00:00:00,10,17,16,43,1,0,0,0,4,2024-05-11 00:00:00,Email,Peter Curry,2024-11-13 00:00:00,71,Average performance
A04527,Travis Smith,Female,30,Lake Georgeborough,Wyoming,Law,Interview Scheduled,2024-10-04 00:00:00,2024-05-05 00:00:00,19,17,17,53,0,0,0,1,12,2024-04-14 00:00:00,WhatsApp,Phillip Powers,2024-03-02 00:00:00,91,Needs improvement
A04528,William Young,Male,30,East Jenniferside,South Dakota,Engineering,Submitted,2024-10-16 00:00:00,2024-11-26 00:00:00,26,26,34,86,1,0,0,0,2,2024-11-26 00:00:00,WhatsApp,Derek Sheppard,2024-09-01 00:00:00,89,Excellent communication
A04529,Amy Griffith,Male,20,North James,West Virginia,Arts,Accepted,2024-09-10 00:00:00,2024-04-23 00:00:00,16,15,10,41,0,0,0,1,12,2024-10-04 00:00:00,WhatsApp,Melissa Brown,2024-06-15 00:00:00,79,Average performance
A04530,Matthew Lee,Female,33,Guzmanhaven,North Dakota,Engineering,Rejected,2024-03-03 00:00:00,2024-01-30 00:00:00,29,40,11,80,0,0,0,1,12,2024-06-26 00:00:00,Phone Call,Mr. Justin Luna,2024-11-25 00:00:00,85,Needs improvement
A04531,Brent Meyer,Other,25,West Alvin,Ohio,Law,Submitted,2024-03-20 00:00:00,2024-01-30 00:00:00,36,19,25,80,1,0,0,0,4,2024-01-30 00:00:00,Phone Call,Amanda George,2024-11-25 00:00:00,50,Good technical skills
A04532,Lori Donaldson,Other,34,Simmonsland,Oklahoma,Engineering,Submitted,2023-12-16 00:00:00,2024-10-02 00:00:00,12,35,10,57,0,0,1,0,24,2024-03-09 00:00:00,Phone Call,Jonathan Thompson,2024-05-26 00:00:00,55,Good technical skills
A04534,Carl Gilbert,Female,20,Castilloside,Mississippi,Engineering,Accepted,2024-11-28 00:00:00,2024-05-13 00:00:00,16,17,35,68,0,0,0,1,2,2024-08-29 00:00:00,WhatsApp,Elizabeth Hughes,2024-09-02 00:00:00,87,Good technical skills
A04535,Jesse Love,Other,20,Jennabury,Colorado,Business,Accepted,2024-06-16 00:00:00,2024-07-11 00:00:00,33,36,30,99,1,0,0,0,6,2024-03-25 00:00:00,WhatsApp,Ronald Rivera,2024-10-16 00:00:00,86,Needs improvement
A04536,Samantha Johnson,Other,22,Michaelside,Tennessee,Engineering,Accepted,2024-08-02 00:00:00,2024-07-29 00:00:00,28,26,20,74,0,0,0,1,4,2024-04-09 00:00:00,Phone Call,Jose White,2024-06-13 00:00:00,52,Average performance
