ApplicationID,InterviewerName,InterviewDate,Score,Feedback
A03991,Mallory Harrison,2023-12-14,63,Excellent communication
A03992,Stacy Davis,2023-12-15,75,Good technical skills
A03993,Erica Anderson,2024-03-31,94,Needs improvement
A03994,Kyle Anderson PhD,2024-09-08,85,Excellent communication
A03995,Whitney Kelly,2024-09-30,65,Excellent communication
A03996,Scott Bray,2024-08-06,73,Excellent communication
A03997,Denise Rivera,2024-02-20,54,Good technical skills
A03998,Erin Hopkins,2024-03-25,95,Average performance
A03999,Brandon Brown,2023-12-26,59,Excellent communication
A04000,Anna Cannon,2024-07-21,86,Good technical skills
A04001,Barbara Brennan,2024-08-14,77,Average performance
A04002,Anita Espinoza,2024-01-06,85,Excellent communication
A04003,Jesse Jenkins,2024-08-05,58,Excellent communication
A04004,Melanie Martin,2024-11-14,71,Average performance
A04005,Makayla Hancock,2024-07-25,97,Good technical skills
A04006,Dalton Fitzgerald,2024-09-20,87,Needs improvement
A04007,Tyrone Rubio,2024-02-24,87,Good technical skills
A04008,Steve Ho,2024-05-24,92,Average performance
A04009,Nichole Mills,2024-10-18,60,Average performance
A04010,Margaret Roberts,2024-11-05,62,Average performance
A04011,Cole Morris,2024-09-19,79,Good technical skills
A04012,James Hunt,2023-12-25,69,Average performance
A04013,Jerry Day,2024-05-19,87,Excellent communication
A04014,Jaime Martin,2023-12-29,54,Good technical skills
A04015,Kurt Gray,2024-01-13,56,Good technical skills
A04016,Lauren York,2024-01-06,85,Needs improvement
A04017,William Sims,2024-04-13,73,Needs improvement
A04018,Amanda Aguilar,2024-02-22,68,Average performance
A04019,Phillip Clarke,2023-12-12,94,Excellent communication
A04020,Mark Perry,2024-09-30,91,Excellent communication
A04021,Rachel Bailey,2024-09-16,84,Good technical skills
A04022,David Moore,2024-01-10,80,Excellent communication
A04023,Natalie Romero,2024-04-25,100,Needs improvement
A04024,Mark Jones,2024-11-04,76,Average performance
A04025,Nicole Thompson,2024-11-29,71,Excellent communication
A04026,Larry Costa,2024-02-17,99,Needs improvement
A04027,Carmen Hanson,2024-05-28,68,Excellent communication
A04028,Vincent Washington,2024-07-15,50,Needs improvement
A04029,Chris Ortega,2024-07-26,55,Average performance
A04030,Daniel Kemp,2024-06-28,94,Excellent communication
A04031,Jeremy Rice,2024-06-29,67,Needs improvement
A04032,David Meyer,2023-12-25,58,Average performance
A04033,Brenda Garrett,2024-05-07,57,Needs improvement
A04034,Dalton Ball,2024-10-14,100,Excellent communication
A04035,Chelsea Jones,2024-05-01,63,Good technical skills
A04036,John Castillo,2024-12-03,91,Needs improvement
A04037,Sharon Schmidt,2024-11-12,58,Average performance
A04038,Madison Kennedy,2024-09-18,73,Good technical skills
A04039,Kimberly Allen,2024-02-28,53,Average performance
A04040,Mrs. Kristen Robles,2023-12-24,82,Average performance
A04041,Robin Perez,2024-02-09,85,Good technical skills
A04042,Betty Hughes,2024-03-15,59,Good technical skills
A04043,Robert Reynolds,2024-01-11,51,Needs improvement
A04044,Annette Nguyen,2024-12-01,69,Needs improvement
A04045,Eduardo Williams,2024-06-12,54,Excellent communication
A04046,Michael Kennedy,2024-03-22,50,Needs improvement
A04047,Barbara Robertson,2024-03-15,82,Good technical skills
A04048,Jennifer James,2024-02-21,89,Excellent communication
A04049,Mary Smith,2024-08-08,87,Average performance
A04050,Michael Brown,2024-11-14,86,Excellent communication
A04051,Logan Baxter,2024-12-04,54,Excellent communication
A04052,Jody Clark,2024-10-01,89,Good technical skills
A04053,Kevin Nelson,2024-10-02,59,Average performance
A04054,Amanda Kennedy,2024-02-28,72,Average performance
A04055,Sean Garza,2024-08-08,100,Excellent communication
A04056,Kathy Savage,2023-12-23,57,Average performance
A04057,Christina Booker MD,2024-10-16,87,Excellent communication
A04058,Andrew Robinson,2024-01-23,91,Average performance
A04059,Jessica Rogers,2024-08-01,75,Average performance
A04060,Danielle Martin,2024-12-05,93,Excellent communication
A04061,Linda Rivera,2024-05-26,71,Needs improvement
A04062,Corey Hicks,2024-05-11,63,Needs improvement
A04063,Joel Stein,2024-02-19,50,Good technical skills
A04064,Bradley Thompson,2024-01-19,67,Needs improvement
A04065,Kelly Crane,2024-09-09,91,Average performance
A04066,Maria Watson,2024-02-06,80,Average performance
A04067,Patrick Mcmahon,2024-07-22,57,Needs improvement
A04068,Jason Ramirez,2024-10-20,67,Needs improvement
A04069,Denise Woods,2024-03-10,87,Needs improvement
A04070,Nathan Arnold,2024-11-29,58,Average performance
A04071,Richard Jones,2024-12-06,53,Average performance
A04072,Jason Turner,2024-05-27,96,Excellent communication
A04073,Brittany Alvarado,2024-07-17,61,Average performance
A04074,Taylor Reynolds,2024-04-22,77,Good technical skills
A04075,Pamela Holden,2024-05-07,55,Good technical skills
A04076,Gavin Tucker,2024-11-02,77,Needs improvement
A04077,Kristen Harmon,2024-08-30,97,Average performance
A04078,Maureen Guzman,2024-09-14,50,Average performance
A04079,Blake Thompson,2024-03-02,52,Good technical skills
A04080,Rachel Eaton,2024-07-12,82,Average performance
A04081,Michael Jones,2024-03-25,61,Good technical skills
A04082,Kiara Williams,2024-09-11,70,Average performance
A04083,Lisa Leonard,2024-02-19,81,Good technical skills
A04084,Brittany Bolton,2024-05-05,74,Average performance
A04085,Regina Johnson,2024-07-21,81,Good technical skills
A04086,Teresa Foster,2024-04-24,99,Average performance
A04087,Wendy Wilson,2024-05-01,56,Needs improvement
A04088,David Russell,2024-01-12,87,Excellent communication
A04089,Elizabeth Blanchard,2024-09-14,98,Needs improvement
A04090,Sonya Ellis,2024-10-31,95,Good technical skills
A04091,Eric Lee,2024-11-11,86,Needs improvement
A04092,Andrew Mccoy,2024-11-12,79,Needs improvement
A04093,Joseph Owen,2024-08-06,56,Good technical skills
A04094,Heather Martinez,2024-03-12,67,Good technical skills
A04095,Michael Anderson,2024-05-12,84,Needs improvement
A04096,Diane Davis,2024-09-21,96,Needs improvement
A04097,Stacey Meyers,2024-04-10,94,Needs improvement
A04098,Lori Williams,2024-09-19,98,Good technical skills
A04099,Victoria Dalton,2024-01-14,92,Good technical skills
A04100,Denise Cook,2024-07-10,86,Needs improvement
A04101,Kenneth Miller,2024-10-13,86,Average performance
A04102,Megan Gray,2024-01-28,66,Good technical skills
A04103,Theresa Gonzalez,2024-08-28,89,Average performance
A04104,Hunter Green,2023-12-20,66,Needs improvement
A04105,James Jefferson,2024-10-26,90,Good technical skills
A04106,Julia Lawson,2024-01-30,98,Good technical skills
A04107,Susan Dixon,2024-10-10,95,Needs improvement
A04108,Ricardo Jackson,2024-11-06,94,Average performance
A04109,Linda Gonzalez,2024-11-20,69,Good technical skills
A04110,Caitlyn Nicholson,2024-03-18,82,Needs improvement
A04111,Alexis Brewer,2024-05-19,54,Excellent communication
A04112,Angela Sherman,2024-06-09,58,Excellent communication
A04113,Sophia Rogers,2024-10-08,83,Average performance
A04114,Amber Briggs,2024-11-06,91,Good technical skills
A04115,Larry Rush,2024-09-10,76,Excellent communication
A04116,Steven Schroeder,2024-10-02,95,Average performance
A04117,Adrian Jackson,2024-01-25,60,Needs improvement
A04118,Erin Espinoza,2024-07-30,79,Average performance
A04119,Juan Bradley,2024-11-30,85,Excellent communication
A04120,Jessica Chapman,2024-04-06,71,Excellent communication
A04121,Amy Griffin,2024-11-26,78,Needs improvement
A04122,Jennifer Bright,2024-12-07,99,Excellent communication
A04123,David Mccoy,2024-09-26,96,Needs improvement
A04124,Sheila Huff,2024-04-04,79,Good technical skills
A04125,Michael Hunter,2024-06-12,58,Needs improvement
A04126,Stephanie Velazquez,2024-06-08,74,Good technical skills
A04127,Michelle Bradley,2024-09-08,92,Average performance
A04128,Sheri Hurley,2024-04-16,57,Average performance
A04129,Angela Green,2024-08-08,99,Needs improvement
A04130,Tyler Nash,2024-09-05,68,Excellent communication
A04131,Randy Johnson,2024-09-14,100,Excellent communication
A04132,Carla Espinoza,2024-09-25,83,Good technical skills
A04133,Ashley Bridges,2024-06-22,99,Needs improvement
A04134,Joseph Tran,2024-03-25,91,Average performance
A04135,Christopher Turner,2024-08-23,84,Excellent communication
A04136,Stephen Morrison,2024-07-16,52,Needs improvement
A04137,Erika Lawrence,2024-10-23,52,Good technical skills
A04138,Dwayne Mahoney,2024-04-08,89,Average performance
A04139,Stanley White,2024-10-24,70,Needs improvement
A04140,Kim Schwartz,2024-07-11,53,Good technical skills
A04141,Chase Wagner,2024-07-20,60,Needs improvement
A04142,Cameron Perez,2024-09-08,84,Good technical skills
A04143,Margaret Ramirez,2024-07-24,62,Excellent communication
A04144,Andrew Peters,2024-07-07,92,Good technical skills
A04145,Brady Johns,2024-03-30,99,Good technical skills
A04146,John Brown,2024-11-01,66,Good technical skills
A04147,Alan Bray,2024-08-13,70,Good technical skills
A04148,Scott Stephens,2024-04-25,73,Good technical skills
A04149,Linda Park,2023-12-18,87,Needs improvement
A04150,Alexander Thompson,2024-04-13,90,Good technical skills
A04151,Michael Edwards,2024-02-28,59,Average performance
A04152,Cheryl Hernandez,2024-01-25,68,Excellent communication
A04153,Dawn Evans,2024-12-04,99,Good technical skills
A04154,Nathan Cruz,2024-01-28,80,Average performance
A04155,Andrea Bush,2024-03-17,72,Average performance
A04156,Emma Smith,2024-07-09,56,Excellent communication
A04157,Beth Harris,2024-10-09,66,Needs improvement
A04158,Ronnie Branch,2024-06-16,62,Excellent communication
A04159,Jamie Kane,2024-04-23,63,Excellent communication
A04160,Ashlee Oliver,2024-02-21,77,Needs improvement
A04161,Elizabeth Baldwin,2024-08-02,91,Needs improvement
A04162,Anna Simmons,2024-08-04,67,Excellent communication
A04163,Anthony Lin,2024-04-05,92,Excellent communication
A04164,Jennifer Camacho,2024-04-07,98,Average performance
A04165,Barbara Russell MD,2024-10-28,55,Needs improvement
A04166,Crystal Townsend,2024-04-06,75,Average performance
A04167,Christopher Park,2024-07-24,54,Average performance
A04168,Jasmine Griffin,2024-10-30,80,Average performance
A04169,Molly Harris,2024-05-27,91,Average performance
A04170,Tina Clark,2024-08-03,93,Needs improvement
A04171,Dwayne Adams,2024-03-01,71,Needs improvement
A04172,Robert Nixon,2024-04-13,76,Excellent communication
A04173,Deanna Rodriguez,2024-08-24,95,Excellent communication
A04174,Carolyn Price,2024-09-20,76,Needs improvement
A04175,Mr. Chad Fernandez MD,2024-11-01,66,Good technical skills
A04176,Scott Navarro,2024-01-03,78,Average performance
A04177,Elizabeth Pineda,2023-12-22,85,Needs improvement
A04178,Peter Collins Jr.,2024-04-12,98,Excellent communication
A04179,Laura Gordon,2024-02-21,96,Good technical skills
A04180,Ms. Heather Callahan DVM,2024-05-22,51,Excellent communication
A04181,Margaret Martinez,2024-11-06,52,Good technical skills
A04182,Jennifer Smith,2024-05-12,77,Good technical skills
A04183,Michele Jackson,2024-05-19,100,Excellent communication
A04184,Timothy Mata,2024-04-27,78,Good technical skills
A04185,John Weber,2024-07-31,83,Average performance
A04186,Greg Johnson,2024-10-02,66,Excellent communication
A04187,Natalie Fritz,2024-10-01,77,Good technical skills
A04188,Jordan Hutchinson,2024-02-14,90,Good technical skills
A04189,Stacy Smith,2024-10-15,74,Needs improvement
A04190,Jeremy Buchanan,2024-11-17,61,Needs improvement
A04191,Kimberly Valdez,2024-09-10,69,Needs improvement
A04192,Mark Ball,2024-03-03,76,Average performance
A04193,John Davis,2024-01-13,80,Excellent communication
A04194,Raymond Blackburn,2024-10-20,75,Excellent communication
A04195,Jennifer Green,2024-07-25,77,Good technical skills
A04196,Joseph French,2024-04-23,65,Excellent communication
A04197,Shane Hunter,2024-06-10,90,Average performance
A04198,Michaela Buck,2024-06-16,78,Needs improvement
A04199,Lisa Perkins,2024-01-03,51,Needs improvement
A04200,Susan Perez,2024-10-25,72,Excellent communication
A04201,Natalie Clarke,2024-11-26,55,Good technical skills
A04202,Jared Rodriguez,2024-09-15,60,Needs improvement
A04203,Mallory Williams,2024-08-12,73,Needs improvement
A04204,Amanda Hull,2024-06-07,84,Good technical skills
A04205,Mark Johnson,2024-01-17,91,Average performance
A04206,Cory Gomez,2024-04-19,92,Needs improvement
A04207,Ernest Sandoval,2024-10-05,65,Excellent communication
A04208,Dennis Sherman,2024-03-20,95,Good technical skills
A04209,Michael Jones,2024-01-19,78,Average performance
A04210,Mason Ingram,2023-12-24,78,Excellent communication
A04211,Samantha Fisher,2024-02-13,96,Average performance
A04212,Cathy Sloan,2024-10-30,62,Good technical skills
A04213,Kristin Clarke,2024-02-17,99,Average performance
A04214,Julia Murphy,2024-04-22,84,Average performance
A04215,Tracy Rodriguez,2024-01-31,86,Good technical skills
A04216,Elizabeth Lucas,2024-09-18,82,Average performance
A04217,Matthew Chambers,2024-09-22,65,Needs improvement
A04218,John Underwood,2024-01-23,81,Average performance
A04219,Sarah Martinez,2024-09-22,81,Good technical skills
A04220,Donna Medina,2024-05-27,98,Needs improvement
A04221,Barbara Thomas,2024-09-07,61,Needs improvement
A04222,Joseph Cross,2024-04-06,56,Needs improvement
A04223,Stephen Sandoval,2024-01-05,92,Needs improvement
A04224,Jeffrey Campbell,2024-07-10,53,Average performance
A04225,Jordan Fry,2024-09-16,57,Excellent communication
A04226,Heather Potts,2024-04-08,85,Good technical skills
A04227,Peter Willis,2023-12-20,70,Average performance
A04228,Evelyn Fields,2024-07-31,52,Needs improvement
A04229,Kevin Little,2024-07-14,79,Good technical skills
A04230,Vincent Watson,2024-04-16,68,Average performance
A04231,Misty Snyder,2023-12-17,78,Needs improvement
A04232,Karen Jensen,2024-09-29,86,Good technical skills
A04233,Jonathon Reyes,2024-09-19,85,Excellent communication
A04234,Sharon Everett,2024-10-03,94,Excellent communication
A04235,Ryan Richards,2024-01-06,83,Good technical skills
A04236,Jeanette Clark,2024-05-30,77,Needs improvement
A04237,Donna Chandler,2024-01-01,72,Average performance
A04238,Amanda Wright,2024-11-14,56,Excellent communication
A04239,Shannon Wilson,2024-07-10,76,Average performance
A04240,April Harrison,2024-07-20,68,Needs improvement
A04241,Thomas Reynolds,2024-07-24,63,Excellent communication
A04242,Taylor Walters,2023-12-29,79,Excellent communication
A04243,Diana Glenn,2024-09-24,59,Needs improvement
A04244,Kaitlyn King,2024-04-18,88,Average performance
A04245,Amanda Mcdonald,2024-02-18,75,Needs improvement
A04246,Jesse Robertson,2024-03-08,85,Excellent communication
A04247,Dana Rivera,2024-08-29,63,Excellent communication
A04248,Paula Morris,2024-03-13,67,Excellent communication
A04249,Joseph Rodriguez,2024-05-26,87,Good technical skills
A04250,Kimberly Lopez,2024-06-02,84,Needs improvement
A04251,Christian Willis,2024-01-15,77,Excellent communication
A04252,Sarah Crawford PhD,2024-02-26,83,Excellent communication
A04253,Marcus Bell,2024-05-21,88,Needs improvement
A04254,Colleen Washington,2024-03-28,94,Excellent communication
A04255,Catherine Gross,2024-07-07,63,Excellent communication
A04256,Lauren Mccoy,2024-07-21,98,Needs improvement
A04257,Christopher Porter,2024-09-09,91,Average performance
A04258,Destiny Adkins,2024-01-13,82,Average performance
A04259,Sandra Smith PhD,2024-03-25,60,Average performance
A04260,Susan Mccarthy,2024-08-07,52,Average performance
A04261,Jaime Bates,2024-04-27,73,Needs improvement
A04262,Brian Allen,2024-05-18,73,Average performance
A04263,Adam Rivera,2024-06-07,67,Excellent communication
A04264,Dr. Micheal Duncan,2024-07-28,78,Excellent communication
A04265,Katherine Shepard,2024-01-31,99,Excellent communication
A04266,Karen Sims,2024-11-24,76,Good technical skills
A04267,Wanda Hunt,2024-10-09,69,Good technical skills
A04268,Joseph Price,2024-07-10,89,Average performance
A04269,Greg Ayers,2024-04-06,64,Good technical skills
A04270,Ruben Klein,2023-12-10,51,Excellent communication
A04271,Donna Whitaker,2024-02-26,100,Good technical skills
A04272,Elizabeth Hall,2024-05-01,86,Needs improvement
A04273,Jonathan Mendoza DDS,2024-09-28,54,Good technical skills
A04274,Kimberly Mueller,2024-01-20,73,Good technical skills
A04275,Megan Munoz,2024-03-11,80,Good technical skills
A04276,Sean Russell,2024-02-07,52,Needs improvement
A04277,Laura Casey,2023-12-21,97,Average performance
A04278,Aaron Graham,2024-12-07,53,Good technical skills
A04279,Denise Waters,2024-07-23,68,Excellent communication
A04280,Dr. Connor Vasquez,2024-05-12,52,Needs improvement
A04281,Tricia Smith,2024-03-27,67,Good technical skills
A04282,Christian Callahan,2024-11-10,54,Average performance
A04283,John Keller,2024-10-31,90,Needs improvement
A04284,Anne Rodriguez,2024-07-05,80,Needs improvement
A04285,Julia Fuentes,2024-10-29,73,Needs improvement
A04286,Shannon Mcdowell,2023-12-10,80,Excellent communication
A04287,Briana Russell,2024-08-14,60,Good technical skills
A04288,Brad Taylor,2024-04-11,63,Needs improvement
A04289,Randy Villarreal,2024-03-26,71,Excellent communication
A04290,Jacqueline Sanders,2024-12-03,90,Average performance
A04291,Jill Thomas,2024-04-30,58,Needs improvement
A04292,Alex Smith,2023-12-31,72,Excellent communication
A04293,Mark Taylor,2024-07-23,75,Needs improvement
A04294,Amanda Miller,2024-02-22,82,Good technical skills
A04295,Sydney Mccarthy,2024-05-13,60,Excellent communication
A04296,Roy Johnson,2024-02-06,68,Average performance
A04297,Andrew Payne,2024-05-10,50,Excellent communication
A04298,Christopher Daniels,2024-02-04,58,Excellent communication
A04299,Zachary Padilla,2024-09-02,98,Good technical skills
A04300,Brenda Washington,2023-12-24,69,Excellent communication
A04301,Marc Lopez,2023-12-20,91,Excellent communication
A04302,Melinda Thompson,2024-05-14,50,Average performance
A04303,Kelly Davis,2023-12-16,95,Average performance
A04304,Tyler Williams,2024-01-18,62,Needs improvement
A04305,Leonard Brooks,2024-01-24,76,Average performance
A04306,Gregory Stanton,2024-02-03,97,Needs improvement
A04307,David Hernandez,2024-08-16,92,Needs improvement
A04308,Jeremy Reyes,2024-06-13,99,Needs improvement
A04309,Robin Levine,2024-10-23,78,Good technical skills
A04310,Yolanda Frank,2024-05-10,96,Average performance
A04311,Jennifer Mitchell,2024-06-17,80,Average performance
A04312,Brittney Wright,2024-07-24,82,Excellent communication
A04313,Shannon Brown,2024-09-02,73,Excellent communication
A04314,Matthew Rivera,2024-01-23,71,Excellent communication
A04315,Ronald Whitney,2024-01-03,51,Needs improvement
A04316,Jordan Yates,2024-11-22,72,Excellent communication
A04317,Brittany Jenkins,2024-01-25,97,Excellent communication
A04318,Amber Rosales,2024-07-09,51,Needs improvement
A04319,Zachary Campbell,2024-03-02,58,Average performance
A04320,Greg Prince,2024-08-17,68,Needs improvement
A04321,Richard Leblanc,2023-12-27,64,Needs improvement
A04322,Dawn Stokes,2024-07-06,95,Needs improvement
A04323,Christopher Miller,2024-09-14,70,Needs improvement
A04324,Jeremy Vincent,2024-03-10,85,Excellent communication
A04325,Dr. Holly Thomas,2024-10-11,61,Excellent communication
A04326,Victoria Stewart,2024-04-07,99,Average performance
A04327,Daniel Parker,2024-09-13,98,Good technical skills
A04328,Alexa Miller,2024-10-18,51,Needs improvement
A04329,Margaret Goodwin,2024-01-03,95,Good technical skills
A04330,David Gates,2024-02-09,65,Excellent communication
A04331,John Rodriguez,2024-02-04,59,Good technical skills
A04332,George Cervantes,2024-12-02,92,Needs improvement
A04333,Tammie Smith,2024-03-04,57,Average performance
A04334,Rhonda Lynch,2024-05-23,62,Needs improvement
A04335,Matthew Perez,2024-06-13,64,Excellent communication
A04336,Timothy Ellis,2024-02-19,79,Average performance
A04337,Justin Brooks,2024-03-05,53,Good technical skills
A04338,Miguel Valencia,2024-08-18,58,Average performance
A04339,Kerri Cervantes,2024-11-07,60,Average performance
A04340,Brett Myers,2024-11-30,75,Excellent communication
A04341,Donald Davis,2024-03-05,98,Average performance
A04342,Erica Gross,2024-08-16,88,Good technical skills
A04343,Stephanie Davis,2024-06-05,96,Excellent communication
A04344,Nicole Jones,2024-11-29,63,Average performance
A04345,George Mcdonald,2024-06-03,98,Needs improvement
A04346,Lisa Perry,2024-05-12,95,Needs improvement
A04347,Randy Rocha,2024-06-12,61,Good technical skills
A04348,Jennifer Mcfarland,2024-10-25,94,Average performance
A04349,Heidi Perez,2024-07-31,53,Average performance
A04350,Mary Sandoval,2024-03-26,50,Needs improvement
A04351,Kendra Greer,2024-07-16,94,Needs improvement
A04352,Melinda Boone,2024-12-08,51,Good technical skills
A04353,Timothy Smith,2024-04-24,70,Excellent communication
A04354,Elizabeth Cohen,2024-07-20,53,Good technical skills
A04355,Jason Ward,2024-07-23,68,Average performance
A04356,Carol Williams,2024-11-01,54,Needs improvement
A04357,Madison Johnson,2024-11-12,90,Good technical skills
A04358,Randy Hull,2024-05-22,78,Excellent communication
A04359,Ann House,2024-03-08,96,Needs improvement
A04360,Amanda Gray,2024-10-11,81,Excellent communication
A04361,Jacqueline Jacobson,2024-06-05,84,Good technical skills
A04362,Shane Jenkins DDS,2024-06-02,62,Excellent communication
A04363,Donald Sutton,2024-02-26,76,Excellent communication
A04364,Terri Pugh,2024-08-14,84,Needs improvement
A04365,Richard Cooke,2024-03-08,75,Good technical skills
A04366,Steven Miles,2024-11-26,78,Excellent communication
A04367,Dana George,2024-07-05,100,Excellent communication
A04368,Sarah Zamora,2024-09-26,98,Needs improvement
A04369,Benjamin Garner,2024-05-12,53,Excellent communication
A04370,Monique Ibarra,2024-10-01,70,Needs improvement
A04371,Jordan Chen DDS,2024-06-07,93,Good technical skills
A04372,Amy Barajas,2024-09-09,84,Good technical skills
A04373,Larry Knapp PhD,2024-11-03,80,Excellent communication
A04374,Mark Berger,2024-04-21,89,Average performance
A04375,Spencer Diaz,2023-12-10,67,Needs improvement
A04376,Kelsey Harris MD,2024-08-14,97,Good technical skills
A04377,Michael Bond,2024-11-30,63,Excellent communication
A04378,Heather Cruz,2024-05-10,58,Needs improvement
A04379,Susan Thompson,2024-04-17,61,Good technical skills
A04380,Jacob Spencer,2024-03-17,98,Average performance
A04381,Amanda Smith MD,2023-12-10,59,Needs improvement
A04382,Jeremy Green,2024-07-17,72,Average performance
A04383,Tony Kirby,2024-03-31,93,Good technical skills
A04384,Wanda Hopkins,2024-05-26,75,Needs improvement
A04385,Eric Thompson,2023-12-31,60,Good technical skills
A04386,Jenny Miller,2024-04-20,99,Good technical skills
A04387,Nathan Morgan,2024-10-14,56,Average performance
A04388,Hunter Arnold,2024-12-07,93,Good technical skills
A04389,Brittney Smith,2024-11-10,97,Average performance
A04390,John Greer,2024-04-25,57,Good technical skills
A04391,Victoria Powers,2024-11-17,79,Excellent communication
A04392,Bradley Bell,2024-03-31,71,Average performance
A04393,Sheila Avila,2024-08-07,58,Needs improvement
A04394,Heather Burns,2024-11-08,61,Average performance
A04395,Nicole Shields,2024-06-03,62,Average performance
A04396,Connie Martin,2024-06-16,50,Good technical skills
A04397,Kurt Taylor,2024-01-04,73,Needs improvement
A04398,Michelle Sanders,2024-06-24,90,Needs improvement
A04399,Jennifer Mitchell,2024-11-11,78,Excellent communication
A04400,Caitlyn Patel,2024-03-08,66,Good technical skills
A04401,Teresa Eaton,2024-01-29,53,Needs improvement
A04402,Ruth Washington,2024-07-18,77,Good technical skills
A04403,Derrick Hansen,2024-02-16,74,Good technical skills
A04404,Seth Miller,2024-04-14,82,Good technical skills
A04405,Stephanie Torres,2024-06-01,54,Good technical skills
A04406,Crystal Johnson,2024-01-26,60,Good technical skills
A04407,Ruth Hudson,2024-09-17,92,Average performance
A04408,Jon Bush,2023-12-17,90,Needs improvement
A04409,James White,2024-07-29,77,Excellent communication
A04410,Lauren Bailey DVM,2024-02-15,62,Needs improvement
A04411,Gail Browning,2024-10-23,80,Average performance
A04412,Scott Guerra,2024-08-22,56,Needs improvement
A04413,Allison Obrien,2024-08-04,54,Average performance
A04414,Bryan Jones,2024-09-30,63,Excellent communication
A04415,Cassandra Davies,2024-05-15,58,Average performance
A04416,Richard Brown,2024-09-17,70,Average performance
A04417,Jennifer Villa,2024-03-15,96,Excellent communication
A04418,Mrs. Christina Tucker,2023-12-21,58,Average performance
A04419,Mark Morrison,2024-03-29,90,Excellent communication
A04420,Jeffrey Chen,2024-11-21,94,Good technical skills
A04421,Michelle Waters,2024-07-27,99,Excellent communication
A04422,Anthony Richard,2024-04-24,62,Excellent communication
A04423,Jonathan Murphy,2024-07-18,68,Excellent communication
A04424,Christopher Sweeney,2024-06-08,81,Excellent communication
A04425,Brandon Jones,2024-04-23,84,Excellent communication
A04426,David Jones,2024-09-11,80,Good technical skills
A04427,John Case,2024-08-19,52,Needs improvement
A04428,Amber Byrd,2024-05-04,64,Good technical skills
A04429,Michael Ford,2024-09-02,63,Needs improvement
A04430,Anna Green,2024-08-07,96,Needs improvement
A04431,Jose Sheppard,2024-03-20,58,Average performance
A04432,Meagan Cortez,2024-06-08,54,Average performance
A04433,Martha Mcdonald,2024-07-22,50,Needs improvement
A04434,Robert Caldwell,2024-04-07,54,Excellent communication
A04435,Christy Norton,2024-07-07,93,Average performance
A04436,Michelle Fisher,2024-04-07,94,Needs improvement
A04437,Lisa Curry,2024-04-23,77,Average performance
A04438,John Sutton,2024-03-16,74,Average performance
A04439,Daniel Trevino,2024-08-26,91,Excellent communication
A04440,David Smith,2024-07-11,58,Average performance
A04441,Erica Valenzuela,2024-10-18,54,Good technical skills
A04442,Andrew Peterson,2024-01-08,51,Average performance
A04443,Mark Graham,2024-08-09,80,Needs improvement
A04444,Nicholas White,2024-02-04,95,Good technical skills
A04445,Hunter Mann,2024-06-03,64,Good technical skills
A04446,Kimberly Johnson DDS,2024-11-30,91,Good technical skills
A04447,Jennifer Benjamin,2024-09-24,59,Needs improvement
A04448,Earl Martinez,2024-04-05,57,Excellent communication
A04449,Christopher Kelly,2024-08-26,93,Needs improvement
A04450,Tiffany Ryan,2024-08-26,98,Excellent communication
A04451,Joshua Garza,2024-04-16,70,Needs improvement
A04452,Oscar Baker,2024-07-19,78,Good technical skills
A04453,Lorraine Jordan,2024-05-15,62,Needs improvement
A04454,Carlos Adams,2024-11-13,99,Excellent communication
A04455,Terry Nicholson,2024-08-05,52,Good technical skills
A04456,Mr. Jose Buchanan,2024-06-06,50,Average performance
A04457,Maureen Brown,2024-07-08,67,Excellent communication
A04458,Amber Vang,2024-05-10,75,Good technical skills
A04459,Shannon Ellis,2024-10-04,99,Average performance
A04460,Adam Joyce,2024-09-14,93,Needs improvement
A04461,Victoria Arellano,2024-01-24,61,Excellent communication
A04462,Brandon Gonzalez,2024-09-19,57,Average performance
A04463,Cassie Curry,2024-02-23,88,Good technical skills
A04464,Erin Sullivan,2024-10-30,98,Excellent communication
A04465,Mr. Phillip Adams,2024-09-15,77,Good technical skills
A04466,Autumn Velez,2024-08-30,54,Average performance
A04467,Michael Burgess,2024-08-30,84,Average performance
A04468,Carol Webb,2024-06-08,75,Good technical skills
A04469,Kathleen Ochoa,2024-09-10,74,Excellent communication
A04470,Kyle Robbins,2024-04-20,94,Needs improvement
A04471,Charles Figueroa,2024-09-27,60,Excellent communication
A04472,Justin Meza,2024-03-01,97,Excellent communication
A04473,Edward Moore,2024-01-13,60,Good technical skills
A04474,Brandon Mccormick,2024-09-04,85,Average performance
A04475,Gwendolyn Smith,2024-01-16,84,Average performance
A04476,Mark Webster,2024-03-29,58,Average performance
A04477,Michael Campbell,2024-04-03,66,Needs improvement
A04478,Marie Kim,2024-07-15,55,Needs improvement
A04479,Stephen Jackson,2024-09-18,80,Average performance
A04480,William Roach,2024-04-27,55,Good technical skills
A04481,Stephen Nichols,2024-01-27,94,Excellent communication
A04482,Bridget Davis DDS,2024-03-28,76,Good technical skills
A04483,Daniel Smith,2024-05-29,74,Good technical skills
A04484,Eric Knapp,2024-06-27,83,Average performance
A04485,David Clayton,2024-12-01,96,Average performance
A04486,Margaret Moore,2024-11-24,82,Average performance
A04487,Cynthia Todd,2024-12-04,69,Average performance
A04488,Vincent Wilkerson,2024-10-10,53,Needs improvement
